flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
220,DZ6342_341faaa6.csv_1,1982.3842508861546,159.4777777777778,1,8 1 2 7 17 18 19,2,2357.3174442823565,7,2933.0862804813523,575.768836198996,pms,262.60623475777425
220,DZ6342_341faaa6.csv_1,1982.3842508861546,159.4777777777778,1,8 1 2 7 17 18 19,7,2933.0862804813523,17,2997.6320541480573,64.54577366670492,normal,0.0
220,DZ6342_341faaa6.csv_1,1982.3842508861546,159.4777777777778,1,8 1 2 7 17 18 19,17,2997.6320541480573,18,3077.8153767313324,80.18332258327497,normal,0.0
220,DZ6342_341faaa6.csv_1,1982.3842508861546,159.4777777777778,1,8 1 2 7 17 18 19,18,3077.8153767313324,19,3161.8787650158465,84.06338828451395,normal,0.0
221,CZ3798_34218210.csv_1,61472.591813210805,171.31,2,8 1 2 7 17 18 19,8,61472.591813210805,1,61566.162195122044,93.57038191123884,normal,0.0
221,CZ3798_34218210.csv_1,61472.591813210805,171.31,2,8 1 2 7 17 18 19,1,61566.162195122044,2,61826.28337463069,260.1211795086488,normal,0.0
221,CZ3798_34218210.csv_1,61472.591813210805,171.31,2,8 1 2 7 17 18 19,2,61826.28337463069,7,62210.07138698633,383.78801235563583,pms,92.25526026320718
221,CZ3798_34218210.csv_1,61472.591813210805,171.31,2,8 1 2 7 17 18 19,7,62210.07138698633,17,62270.15904415354,60.08765716720278,normal,0.0
221,CZ3798_34218210.csv_1,61472.591813210805,171.31,2,8 1 2 7 17 18 19,17,62270.15904415354,18,62344.80417929112,74.64513513758331,normal,0.0
221,CZ3798_34218210.csv_1,61472.591813210805,171.31,2,8 1 2 7 17 18 19,18,62344.80417929112,19,62423.06138760403,78.25720831291089,normal,0.0
222,ZH9108_34220d64.csv,80013.16269208232,140.95777777777778,2,8 1 2 7 17 18 19,8,80013.16269208232,1,80126.88144090144,113.71874881913334,normal,0.0
222,ZH9108_34220d64.csv,80013.16269208232,140.95777777777778,2,8 1 2 7 17 18 19,1,80126.88144090144,2,80443.0141152678,316.1326743663506,normal,0.0
222,ZH9108_34220d64.csv,80013.16269208232,140.95777777777778,2,8 1 2 7 17 18 19,2,80443.0141152678,7,81039.70275804322,596.688642775418,pms,242.38059004994804
222,ZH9108_34220d64.csv,80013.16269208232,140.95777777777778,2,8 1 2 7 17 18 19,7,81039.70275804322,17,81112.72899832307,73.02624027984864,normal,0.0
222,ZH9108_34220d64.csv,80013.16269208232,140.95777777777778,2,8 1 2 7 17 18 19,17,81112.72899832307,18,81203.44735599028,90.71835766720892,normal,0.0
222,ZH9108_34220d64.csv,80013.16269208232,140.95777777777778,2,8 1 2 7 17 18 19,18,81203.44735599028,19,81298.55556901291,95.10821302262528,normal,0.0
223,MU2887_3421a2d6.csv_1,62288.41656181725,147.13111111111112,1,8 1 2 7 17 18 19,8,62343.41656181725,1,62452.363894602015,108.9473327847641,normal,0.0
223,MU2887_3421a2d6.csv_1,62288.41656181725,147.13111111111112,1,8 1 2 7 17 18 19,1,62452.363894602015,2,62755.232260952995,302.8683663509792,normal,0.0
223,MU2887_3421a2d6.csv_1,62288.41656181725,147.13111111111112,1,8 1 2 7 17 18 19,2,62755.232260952995,7,63237.28803876651,482.05577781351957,pms,142.6137972303771
223,MU2887_3421a2d6.csv_1,62288.41656181725,147.13111111111112,1,8 1 2 7 17 18 19,7,63237.28803876651,17,63307.25024099266,69.96220222614869,normal,0.0
223,MU2887_3421a2d6.csv_1,62288.41656181725,147.13111111111112,1,8 1 2 7 17 18 19,17,63307.25024099266,18,63394.162234002506,86.9119930098435,normal,0.0
223,MU2887_3421a2d6.csv_1,62288.41656181725,147.13111111111112,1,8 1 2 7 17 18 19,18,63394.162234002506,19,63485.27989263257,91.11765863006757,normal,0.0
224,CZ8629_341f9375.csv,3212.4061782570107,155.36222222222224,2,8 1 2 7 17 18 19,8,3212.4061782570107,1,3315.5814669207275,103.17528866371698,normal,0.0
224,CZ8629_341f9375.csv,3212.4061782570107,155.36222222222224,2,8 1 2 7 17 18 19,1,3315.5814669207275,2,3602.4038271074164,286.8223601866889,normal,0.0
224,CZ8629_341f9375.csv,3212.4061782570107,155.36222222222224,2,8 1 2 7 17 18 19,2,3602.4038271074164,7,4056.87143734135,454.46761023393367,pms,133.00931074128883
224,CZ8629_341f9375.csv,3212.4061782570107,155.36222222222224,2,8 1 2 7 17 18 19,7,4056.87143734135,17,4123.12703282704,66.25559548569048,normal,0.0
224,CZ8629_341f9375.csv,3212.4061782570107,155.36222222222224,2,8 1 2 7 17 18 19,17,4123.12703282704,18,4205.4344169357,82.30738410865973,normal,0.0
224,CZ8629_341f9375.csv,3212.4061782570107,155.36222222222224,2,8 1 2 7 17 18 19,18,4205.4344169357,19,4291.724649942983,86.29023300728252,normal,0.0
225,CZ6309_342166c3.csv,59042.33001304993,164.62222222222223,1,8 1 2 7 17 18 19,8,59197.33001304993,1,59294.70169172631,97.37167867638291,normal,0.0
225,CZ6309_342166c3.csv,59042.33001304993,164.62222222222223,1,8 1 2 7 17 18 19,1,59294.70169172631,2,59565.3902941525,270.6886024261877,normal,0.0
225,CZ6309_342166c3.csv,59042.33001304993,164.62222222222223,1,8 1 2 7 17 18 19,2,59565.3902941525,7,60096.457669717056,531.0673755645585,pms,227.69110541837492
225,CZ6309_342166c3.csv,59042.33001304993,164.62222222222223,1,8 1 2 7 17 18 19,7,60096.457669717056,17,60158.98638795668,62.52871823962039,normal,0.0
225,CZ6309_342166c3.csv,59042.33001304993,164.62222222222223,1,8 1 2 7 17 18 19,17,60158.98638795668,18,60236.66398170922,77.67759375254762,normal,0.0
225,CZ6309_342166c3.csv,59042.33001304993,164.62222222222223,1,8 1 2 7 17 18 19,18,60236.66398170922,19,60318.100389109844,81.43640740062288,normal,0.0
226,DZ6278_3420deed.csv_1,32915.28102862272,156.39111111111112,2,8 1 2 7 17 18 19,8,32915.28102862272,1,33017.7775324926,102.49650386987676,normal,0.0
226,DZ6278_3420deed.csv_1,32915.28102862272,156.39111111111112,2,8 1 2 7 17 18 19,1,33017.7775324926,2,33302.71290346753,284.9353709749344,normal,0.0
226,DZ6278_3420deed.csv_1,32915.28102862272,156.39111111111112,2,8 1 2 7 17 18 19,2,33302.71290346753,7,33788.85691609922,486.1440126316868,pms,166.8005703725461
226,DZ6278_3420deed.csv_1,32915.28102862272,156.39111111111112,2,8 1 2 7 17 18 19,7,33788.85691609922,17,33854.676619509344,65.81970341012673,normal,0.0
226,DZ6278_3420deed.csv_1,32915.28102862272,156.39111111111112,2,8 1 2 7 17 18 19,17,33854.676619509344,18,33936.44250766992,81.76588816057645,normal,0.0
226,DZ6278_3420deed.csv_1,32915.28102862272,156.39111111111112,2,8 1 2 7 17 18 19,18,33936.44250766992,19,34022.165041775836,85.72253410591883,normal,0.0
227,MU6907_3420d7e6.csv,35262.42302024846,152.79000000000002,2,8 1 2 7 17 18 19,8,35262.42302024846,1,35367.33526663379,104.91224638532839,normal,0.0
227,MU6907_3420d7e6.csv,35262.42302024846,152.79000000000002,2,8 1 2 7 17 18 19,1,35367.33526663379,2,35658.98628608288,291.6510194490911,normal,0.0
227,MU6907_3420d7e6.csv,35262.42302024846,152.79000000000002,2,8 1 2 7 17 18 19,2,35658.98628608288,7,36118.44335790926,459.4570718263773,pms,132.58701645001787
